,SLIC,SLIC_State
4595,49PG , MI
4596,49PH , MI
4597,49PI , MI
4598,49PK , MI
4599,49PM , MI
4600,49PN , MI
4601,49PO , MI
4602,49PP , MI
4603,49PQ , MI
4604,49PR , MI
4605,49PS , MI
4606,49PT , MI
4607,49PU , MI
4608,49PV , MI
4609,49PX , MI
4610,49PZ , MI
4611,49RC , MI
4612,4FBC , KY
4613,4GLU , OH
4614,4GOS , OH
4615,4LCC , KY
4616,4PILT, KY
4617,4QU  , CA
4618,4XKX , OH
4619,4XPL , OH
4620,5000, IA
4621,5001, IA
4622,5002,   
4623,5003, IA
4624,5008, IA
4625,5010, IA
4626,5011, IA
4627,5019, NB
4628,501KL, IA
4629,5021, IA
4630,5028, IA
4631,5029, IA
4632,5030, IA
4633,5031, IA
4634,5033, IA
4635,5034, IA
4636,5035, IA
4637,5036, IA
4638,5037, IA
4639,5038, IA
4640,5039, IA
4641,503HS, IA
4642,5040, IA
4643,5041, IA
4644,5049, IA
4645,5050, IA
4646,5054, IA
4647,5058, IA
4648,5059, IA
4649,5061,   
4650,5064, ON
4651,5065, ON
4652,5067, IA
4653,5069, ON
4654,5070, IA
4655,5073, ON
4656,5075, ON
4657,5076, IA
4658,5078, IA
4659,5079, IA
4660,5080, IA
4661,5082, ON
4662,5083, ON
4663,5085, ON
4664,5088, IA
4665,5089, ON
4666,5097,   
4667,5099, ON
4668,50AX , IA
4669,50BX , IA
4670,50BY , IA
4671,50CL , IA
4672,50DC , IA
4673,50FL , IA
4674,50HE , IA
4675,50HH , IA
4676,50IO , IA
4677,50IT , IA
4678,50KM , IA
4679,50LA , IA
4680,50LE , IA
4681,50LT , IA
4682,50MA , IA
4683,50MC , IA
4684,50ME , IA
4685,50MM , IA
4686,50MP , IA
4687,50MV , IA
4688,50NA , IA
4689,50NV , IA
4690,50PT , IA
4691,50SC , IA
4692,50WI , IA
4693,5108, IA
4694,5110, IA
4695,5114, IA
4696,5118, IA
4697,5119, IA
4698,511ST, IA
4699,5130, IA
4700,5132, IA
4701,5138, IA
4702,5140, IA
4703,5148, IA
4704,5150, IA
4705,5151, IA
4706,5163, ON
4707,5164, ON
4708,5165, ON
4709,5173, ON
4710,5179, MB
4711,51AV , IA
4712,51CB , IA
4713,51GN , IA
4714,51II , IA
4715,51SE , IA
4716,51UR , IA
4717,5200, IA
4718,5205, IA
4719,5210, IA
4720,5217, IA
4721,5220, IA
4722,5224, IA
4723,5225, ON
4724,5228, IA
4725,5230, IA
4726,5238, IA
4727,5239, AB
4728,5240, IA
4729,5241, IA
4730,5245, ON
4731,5246, IA
4732,5248, IA
4733,5249, IA
4734,5250, IA
4735,5255, IA
4736,5258, IA
4737,5259, ON
4738,5260, IA
4739,5263, IA
4740,5264, ON
4741,5265, ON
4742,5266, IA
4743,5268, IA
4744,5269, ON
4745,5273, FL
4746,5274, ON
4747,5275, ON
4748,5279, ON
4749,5280, IA
4750,5282, IA
4751,5283, IA
4752,5287, IA
4753,5288, IA
4754,5289, IA
4755,5293, ON
4756,52AX , IA
4757,52CC , IA
4758,52CPT, IA
4759,52MP , IA
4760,52TE , IA
4761,52TO , TX
4762,52WI , IA
4763,52WT , IA
4764,5300, WI
4765,5301, WI
4766,5302, WI
4767,5303, WI
4768,5304, WI
4769,5308, WI
4770,5309, WI
4771,5310, WI
4772,5311, WI
4773,5313, WI
4774,5316, WI
4775,5317, WI
4776,5318, WI
4777,5319, WI
4778,531AM, WI
4779,531AZ, WI
4780,531WI, WI
4781,5320, WI
4782,5321, WI
4783,5322, WI
4784,5323, WI
4785,5324, WI
4786,5325, WI
4787,5326, WI
4788,5327, WI
4789,5328, WI
4790,5329, WI
4791,532JC, WI
4792,5332,   
4793,5335, WI
4794,5337, WI
4795,5338, WI
4796,5339, WI
4797,5340, WI
4798,5345, WI
4799,5346, WI
4800,5348, WI
4801,5349, WI
4802,534AP, WI
4803,534CT, WI
4804,534UL, WI
4805,5350, IL
4806,5351, WI
4807,5352, WI
4808,5353, WI
4809,5354, WI
4810,5356, WI
4811,5358, WI
4812,5359, WI
4813,535SB, WI
4814,5360, WI
4815,5361, WI
4816,5362, WI
4817,5363, WI
4818,5364, WI
4819,5365, ON
4820,5366, ON
4821,5368, WI
4822,5369, WI
4823,536CH, ON
4824,5370, WI
4825,5371, WI
4826,5372, WI
4827,5373, WI
4828,5377, WI
4829,5378, WI
4830,5379, WI
4831,5380, WI
4832,5381, WI
4833,5384, WI
4834,5388, WI
4835,5389, WI
4836,5390, WI
4837,5391, MN
4838,5393, WI
4839,5394, WI
4840,5398, WI
4841,5399, WI
4842,53DL , WI
4843,53EW , WI
4844,53MO , WI
4845,53NA , WI
4846,53NB , WI
4847,53NC , WI
4848,53ND , WI
4849,53NE , WI
4850,53NG , WI
4851,53NH , WI
4852,53NI , WI
4853,53NJ , WI
4854,53NK , WI
4855,53NL , WI
4856,53NM , WI
4857,53NN , WI
4858,53NO , WI
4859,53NQ , WI
4860,53NR , WI
4861,53NS , WI
4862,53NT , WI
4863,53NU , WI
4864,53NV , WI
4865,53NW , WI
4866,53NY , MN
4867,5403, MN
4868,5409, WI
4869,5412,   
4870,5413, WI
4871,5414, WI
4872,5415, WI
4873,5417, WI
4874,5418, WI
4875,5424, ON
4876,5425, ON
4877,5429, WI
4878,5430, WI
4879,5431, WI
4880,5435, IL
4881,5439, WI
4882,5440, WI
4883,5441, WI
4884,5443, WI
4885,5445, WI
4886,5446, WI
4887,5448, WI
4888,5449, WI
4889,544FW, WI
4890,5450, WI
4891,5452, WI
4892,5454, WI
4893,5456, WI
4894,5458, WI
4895,5459, WI
4896,5460, WI
4897,5461, WI
4898,5462, WI
4899,5465, WI
4900,5467, WI
4901,5468, WI
4902,5469, WI
4903,5470, WI
4904,5471, WI
4905,5472, WI
4906,5474, WI
4907,5477, WI
4908,5478, WI
4909,5479, WI
4910,547EC, WI
4911,5480, WI
4912,5482, WI
4913,5483, WI
4914,5484, WI
4915,5485, WI
4916,5486, WI
4917,5489, WI
4918,5490, WI
4919,5494, WI
4920,5495, WI
4921,5497, WI
4922,5498, WI
4923,5499, WI
4924,54EA , WI
4925,54EM , WI
4926,54KW , WI
4927,54MT , IL
4928,54MX , TX
4929,54NA , WI
4930,54NF , WI
4931,54NW , WI
4932,54PV , WI
4933,54RH , WI
4934,54RI , WI
4935,54SH , WI
4936,54SS , WI
4937,54WB , WI
4938,54WD , WI
4939,54WR , WI
4940,54WS , WI
4941,5501, MN
4942,5502, MN
4943,5503, MN
4944,5504, MN
4945,5505, MN
4946,5506, MN
4947,5508, MN
4948,5509, ON
4949,5510, MN
4950,5511, MN
4951,5512, MN
4952,5513, MN
4953,5514, MN
4954,5515, MN
4955,5517, MN
4956,5518, MN
4957,5519, MN
4958,551AM, MN
4959,5520, ON
4960,5521, MN
4961,5522, MN
4962,5523, MN
4963,5524, MN
4964,5525, MN
4965,5526, MN
4966,5528, MN
4967,5529, MN
4968,5530, MN
4969,5531, MN
4970,5532, MN
4971,5533, MN
4972,5534, MN
4973,5535, MN
4974,5536, MN
4975,5537, MN
4976,5538, MN
4977,5539, MN
4978,553SF, MN
4979,5540, MN
4980,5541, MN
4981,5542, MN
4982,5543, MN
4983,5544, ON
4984,5545, ON
4985,5546, MN
4986,5547, MN
4987,5548, MN
4988,5549, MN
4989,5550, MN
4990,5551, MN
4991,5552, MN
4992,5553, MN
4993,5554, MN
4994,5555, ON
4995,5556, MN
4996,5557, MN
4997,5558, MN
4998,5559, MN
4999,5560, MN
5000,5561, MN
5001,5562, MN
5002,5563, MN
5003,5567, MN
5004,5568, MN
5005,5569, MN
5006,5570, MN
5007,5571, MN
5008,5573, MN
5009,5574, MN
5010,5576, MN
5011,5577, MN
5012,5578, MN
5013,5579, MN
5014,5580, MN
5015,5582, MN
5016,5584, MN
5017,5585, ON
5018,5586, ON
5019,5588, MN
5020,5589, MN
5021,5590, MN
5022,5591, MN
5023,5592, MN
5024,5593, MN
5025,5594, MN
5026,5595, MN
5027,5596, MN
5028,5597, MN
5029,5598, MN
5030,5599, MN
5031,55CA , MN
5032,55DG , MN
5033,55DU , MN
5034,55FL , MN
5035,55HA , MN
5036,55LF , MN
5037,55ME , MN
5038,55NE , TX
5039,55OR , MN
5040,55SL , MN
5041,55SS , MN
5042,55ST , MN
5043,55TN , MN
5044,55VF , MN
5045,55XM , MN
5046,5600, MN
5047,5601, MN
5048,5608, MN
5049,5609, MN
5050,5610, MN
5051,5612, MN
5052,5617, MN
5053,5618, MN
5054,5619, MN
5055,5620, MN
5056,5621, MN
5057,5622, MN
5058,5623, MN
5059,5624, ON
5060,5626, MN
5061,5627, MN
5062,5628, MN
5063,5629, MN
5064,5630, MN
5065,5631, MN
5066,5633, MN
5067,5634, MN
5068,5636, MN
5069,5638, MN
5070,5639, MN
5071,563BL, MN
5072,5640, MN
5073,5641, MN
5074,5642, MN
5075,5645, MN
5076,5646, MN
5077,5647, MN
5078,5648, MN
5079,5649, MN
5080,5650, MN
5081,5651, MN
5082,5652, MN
5083,5653, MN
5084,5654, MN
5085,5655, ON
5086,5656, MN
5087,5658, MN
5088,5659, MN
5089,5660, MN
5090,5661, MN
5091,5662, MN
5092,5665, ON
5093,5666, MN
5094,5667, MN
5095,5668, MN
5096,5669, MN
5097,5670, MN
5098,5671, MN
5099,5672, MN
5100,5673, MN
5101,5676, MN
5102,5677, MN
5103,5678, MN
5104,5679, MN
5105,5685, ON
5106,5687, MN
5107,5688, MN
5108,5689, MN
5109,5690, MN
5110,5691, MN
5111,5692, MN
5112,5693, MN
5113,5695, MN
5114,5697, MN
5115,5698, MN
5116,5699, AB
5117,56AS , AB
5118,56BJ , MN
5119,56DL , MN
5120,56EL , MN
5121,56M1 , AB
5122,56M2 , AB
5123,56M3 , AB
5124,56M4 , AB
5125,56M5 , AB
5126,56M6 , AB
5127,56M7 , AB
5128,56M8 , AB
5129,56MB , AB
5130,56MF , MN
5131,56NA , MN
5132,56NC , MN
5133,56NE , MN
5134,56NF , MN
5135,56NH , MN
5136,56NJ , WI
5137,56NK , MN
5138,56NN , MN
5139,56SA , MN
5140,56TX , TX
5141,56WA , MN
5142,56ZJ , MN
5143,5700, SD
5144,5701, SD
5145,5704, SD
5146,5707, SD
5147,5708, SD
5148,5709, SD
5149,5710, SD
5150,5714, SD
5151,5715, SD
5152,5717, SD
5153,5718, SD
5154,5719, SD
5155,5720, SD
5156,5721, SD
5157,5722, SD
5158,5725, ON
5159,5728, SD
5160,5729, ON
5161,5730, SD
5162,5733, SD
5163,5734, SD
5164,5738, SD
5165,5739,   
5166,5740, SD
5167,5742, MN
5168,5743, MN
5169,5747, CO
5170,574AB, SD
5171,5750, SD
5172,5752, ON
5173,5753, SD
5174,5755, ON
5175,5758, SD
5176,5759,   
5177,5760, SD
5178,5767, SD
5179,5768, SD
5180,5769, ON
5181,5770, SD
5182,5771, SD
5183,5778, SD
5184,5782, MN
5185,5783, MN
5186,5788, SD
5187,5789, SD
5188,57AB , SD
5189,57AR , SD
5190,57AT , SD
5191,57BK , SD
5192,57CS , SD
5193,57CT , SD
5194,57ED , SD
5195,57HO , SD
5196,57HU , SD
5197,57IC , SD
5198,57IS , SD
5199,57KA , SD
5200,57KI , SD
5201,57MB , SD
5202,57MM , SD
5203,57MT , SD
5204,57MU , SD
5205,57NB , SD
5206,57ND , SD
5207,57NG , SD
5208,57NR , SD
5209,57OA , SD
5210,57PE , SD
5211,57PI , SD
5212,57PL , SD
5213,57PR , SD
5214,57RA , ND
5215,57RE , SD
5216,57SC , SD
5217,57SE , SD
5218,57SH , SD
5219,57SI , SD
5220,57SR , SD
5221,57ST , SD
5222,57SU , SD
5223,57VI , SD
5224,57VR , SD
5225,57WA , SD
5226,57WT , SD
5227,5800, ND
5228,5805, ON
5229,5808, ND
5230,5809, ND
5231,5810, ND
5232,5813, ND
5233,5814, ND
5234,5815, ND
5235,5817, ND
5236,5818, ND
5237,5819, ND
5238,5820, ND
5239,5825, ND
5240,5828, ND
5241,5829, ND
5242,5830, ND
5243,5839, ND
5244,5840, ND
5245,5850, ND
5246,5854, ND
5247,5855, ON
5248,5857, ND
5249,5858, ND
5250,5859, ND
5251,5860, ND
5252,5869, ND
5253,5870, ND
5254,5871, IL
5255,5878, ND
5256,5880, ND
5257,5881, ON
5258,5882, ON
5259,5884,   
5260,5887, ND
5261,58DI , ND
5262,58DK , ND
5263,58DL , ND
5264,58DV , ND
5265,58FO , ND
5266,58IS , ND
5267,58JA , ND
5268,58JM , ND
5269,58LI , ND
5270,58MN , ND
5271,58MO , TX
5272,58MT , ND
5273,58PE , ND
5274,58Q  , CA
5275,58ST , ND
5276,58WL , ND
5277,58XP , ND
5278,5900, MT
5279,5907, MT
5280,5909, MT
5281,5910, MT
5282,5911, MT
5283,5915, MT
5284,5917, MT
5285,5918, MT
5286,5919, MT
5287,5920, MT
5288,5921, MT
5289,5922, MT
5290,5923, MT
5291,5929, MT
5292,5930, MT
5293,5931, MT
5294,5932, MT
5295,5938, MT
5296,5939, MT
5297,5940, MT
5298,5941, MT
5299,5942, MT
5300,5943, MT
5301,5945, MT
5302,5950, MT
5303,5951, MT
5304,5959, MT
5305,5960, MT
5306,5961, MT
5307,5964, MT
5308,5965, ON
5309,5968, MT
5310,5969, MT
5311,5970, MT
5312,5971, MT
5313,5972, MT
5314,5973, MT
5315,5974, MT
5316,5975, ON
5317,5977, MT
5318,5978, MT
5319,5979, MT
5320,5980, MT
5321,5982, MT
5322,5983, ON
5323,5984, MT
5324,5985, MT
5325,5987, ON
5326,5988, MT
5327,5989, MT
5328,5990, MT
5329,5991, MT
5330,5992, MT
5331,5993, MT
5332,5996, IL
5333,5999, MT
5334,59AM , MT
5335,59BO , MT
5336,59DI , MT
5337,59GF , MT
5338,59HA , MT
5339,59MA , MT
5340,59NA , MT
5341,59NB , MT
5342,59NC , MT
5343,59ND , MT
5344,59NF , MT
5345,59NG , MT
5346,59NH , MT
5347,59NJ , MT
5348,59NK , MT
5349,59NM , MT
5350,59NN , MT
5351,59NP , MT
5352,59NR , MT
5353,59NS , MT
5354,59NT , MT
5355,59NU , MT
5356,59NV , MT
5357,59NW , MT
5358,59NX , MT
5359,59NY , MT
5360,59NZ , MT
5361,59ON , MT
5362,59PB , MT
5363,59PC , MT
5364,59PD , MT
5365,59PE , MT
5366,59PF , MT
5367,59TF , MT
5368,59US , MT
5369,5B2  , NY
5370,6000, IL
5371,6001, IL
5372,6002, IL
5373,6003, IL
5374,6004, IL
5375,6005, IL
5376,6006, IL
5377,6007, IL
5378,6008, IL
5379,6009, IL
5380,600CD, IL
5381,600LT, IL
5382,600UL, IL
5383,6010, IL
5384,6011, IL
5385,6012, IL
5386,6013, IL
5387,6014, IL
5388,6016, IL
5389,6017, IL
5390,6018, IL
5391,6019, IL
5392,601AM, IL
5393,601FD, IL
5394,6020, IL
5395,6021, IL
5396,6022, IL
5397,6023, IL
5398,6024, IL
5399,6026, IL
5400,6027, IL
5401,6028, IL
5402,6029, IL
5403,602AM, IL
5404,602GM, IL
5405,602PL, IL
5406,602TD, IL
5407,6030, IL
5408,6031, IL
5409,6032, IL
5410,6033, IL
5411,6034, IL
5412,6036, IL
5413,6037, IL
5414,6038, IL
5415,6039, IL
5416,603DA, IL
5417,603FD, IL
5418,6040, IL
5419,6041, IL
5420,6042, IL
5421,6043, IL
5422,6044, IL
5423,6045, IL
5424,6046, IL
5425,6047, IL
5426,6048, IL
5427,6049, IL
5428,604AM, IL
5429,604CN, IL
5430,604CT, IL
5431,604HC, IL
5432,604HF, IL
5433,6050, IL
5434,6051, IL
5435,6052, IL
5436,6053, IL
5437,6057, IL
5438,6058, IL
5439,6059, IL
5440,605AM, IL
5441,605FD, IL
5442,6060, IL
5443,6061, IL
5444,6062, IL
5445,6063, IL
5446,6064, IL
5447,6065, IL
5448,6066, IL
5449,6067, IL
5450,6068, IL
5451,6069, IL
5452,6070, IL
5453,6071, IL
5454,6072, IL
5455,6073, IL
5456,6074, IL
5457,6075, IL
5458,6076, IL
5459,6077, IL
5460,6078, IL
5461,6079, IL
5462,607AM, IL
5463,6081, IL
5464,6082, IL
5465,6084, IL
5466,6086, IL
5467,6087, IL
5468,6088, IL
5469,6089, IL
5470,608AM, IL
5471,6090, IL
5472,6091, IL
5473,6093, IL
5474,6094, IL
5475,6095, IL
5476,6096, IL
5477,6097, IL
5478,6098, IL
5479,6099, IL
5480,609AM, IL
5481,6.00E+48, IL
5482,60FP , IL
5483,60NB , IL
5484,60NH , IL
5485,60NJ , IL
5486,60NL , IL
5487,60NM , IN
5488,60NV , IL
5489,60OS , IL
5490,60PA , IL
5491,60PB , IL
5492,60RV , IL
5493,60UU , TX
5494,60XA , IL
5495,6100, IL
5496,6101, IL
5497,6102, IL
5498,6103, IL
5499,6104, IL
5500,6105, MB
5501,6106, IL
5502,6107, IL
5503,6108, IL
5504,6109, IL
5505,6110, IL
5506,6111, IL
5507,6112, IL
5508,6113, IL
5509,6114, IL
5510,6115, MB
5511,6117, IL
5512,6118, IL
5513,6119, IL
5514,6120, IL
5515,6121, IL
5516,6122, IL
5517,6123, IL
5518,6124, IL
5519,6125, IL
5520,6126, IL
5521,6127, IL
5522,6128, IL
5523,6129, IL
5524,6133, IL
5525,6134, IL
5526,6135, IL
5527,6136, IL
5528,6137, IL
5529,6138, IL
5530,6140, IL
5531,6141, IL
5532,6143, IL
5533,6144, MB
5534,6145, MB
5535,6146, IL
5536,6147, IL
5537,6148, IL
5538,6149, IL
5539,6151, IL
5540,6153, IL
5541,6154, IL
5542,6155, IL
5543,6158, IL
5544,6159, IL
5545,6160, IL
5546,6161, IL
5547,6162, IL
5548,6163, IL
5549,6164, IL
5550,6167, IL
5551,6168, IL
5552,6169, IL
5553,6170, IL
5554,6171, IL
5555,6172, IL
5556,6175, IL
5557,6176, IL
5558,6177, IL
5559,6178, IL
5560,6179, IL
5561,6181, IL
5562,6182, IL
5563,6183, IL
5564,6184, IL
5565,6185, IL
5566,6187, IL
5567,6188, IL
5568,6189, IL
5569,6192, IL
5570,6193, IL
5571,6195, IL
5572,6197, IL
5573,6198, IL
5574,6199, IL
5575,61CO , IL
5576,61EP , IL
5577,61FC , IL
5578,61HL , IL
5579,61HO , IL
5580,61KP , IL
5581,61LE , IL
5582,61LR , IL
5583,61NC , IL
5584,61ND , IL
5585,61NE , IL
5586,61NF , IL
5587,61NG , IL
5588,61P1 , IL
5589,61P2 , IL
5590,61P3 , IL
5591,61P4 , IL
5592,61P5 , IL
5593,61P6 , IL
5594,61P7 , IL
5595,61P8 , IL
5596,61RJ , IL
5597,61RO , IL
5598,61RR , IL
5599,61SP , IL
5600,6200, IL
5601,6202,   
5602,6205,   
5603,6206, IL
5604,6208, IL
5605,6209, IL
5606,620AM, IL
5607,6210, MB
5608,6212, IL
5609,6217, MB
5610,6218, IL
5611,6219, MB
5612,621AM, IL
5613,6220, IL
5614,6224, IL
5615,6226, IL
5616,6228, IL
5617,622SB, IL
5618,6230, IL
5619,6239, IL
5620,6245, IL
5621,6246, IL
5622,6248, IL
5623,6249, IL
5624,624DL, IL
5625,6250, IL
5626,6252, IL
5627,6255, IL
5628,6256, IL
5629,6257, IL
5630,6258, IL
5631,6259, IL
5632,6263, IL
5633,6264, IL
5634,6265, IL
5635,6266, IL
5636,6267, IL
5637,6268, IL
5638,6270, IL
5639,6271, IL
5640,6275, CA
5641,6276,   
5642,6277,   
5643,6279, MB
5644,6280, IL
5645,6281, IL
5646,6282, IL
5647,6285, IL
5648,6286, MB
5649,6288, IL
5650,6290, IL
5651,6293, IL
5652,6298, IL
5653,6299, IL
5654,62BN , MB
5655,62BY , IL
5656,62CV , TX
5657,62DI , IL
5658,62FK , IL
5659,62GC , IL
5660,62GL , IL
5661,62GR , IL
5662,62GT , MB
5663,62GY , IL
5664,62IA , IL
5665,62LI , IL
5666,62LV , IL
5667,62MG , IL
5668,62MN , IL
5669,62MO , IL
5670,62MV , IL
5671,62NA , IL
5672,62NB , IL
5673,62NC , IL
5674,62ND , IL
5675,62NE , IL
5676,62NF , IL
5677,62NG , IL
5678,62NH , IL
5679,62NJ , IL
5680,62NK , IL
5681,62NL , IL
5682,62NM , IL
5683,62OF , IL
5684,62OK , IL
5685,62PB , MB
5686,62SH , MB
5687,62ST , MO
5688,62TR , IL
5689,62UP , IL
5690,6300, MO
5691,6301, MO
5692,6302, MO
5693,6304, MO
5694,6306, MO
5695,6307, MO
5696,6308, MO
5697,6309, MO
5698,6310, MO
5699,6311, MO
5700,6312, MO
5701,6313, MO
5702,6314, MO
5703,6315, MO
5704,6316, MO
5705,6317, MO
5706,6318, MO
5707,6319, MO
5708,6320, MO
5709,6321, MO
5710,6322, MO
5711,6323, MO
5712,6324, MO
5713,6326, MO
5714,6327, MO
5715,6328, MO
5716,6329, MO
5717,6330, MO
5718,6331, MO
5719,6332, MO
5720,6333, MO
5721,6334, MO
5722,6335, MO
5723,6336, MO
5724,6337, MO
5725,6338, MO
5726,6339, MO
5727,6340, MO
5728,6344, MO
5729,6345, MB
5730,6346, MO
5731,6348, MO
5732,6350, MO
5733,6351, IL
5734,6355, MB
5735,6357, MO
5736,6359, MO
5737,6360, MO
5738,6362, MO
5739,6365, MB
5740,6368, MO
5741,6370, MO
5742,6372, MO
5743,6375, MB
5744,6379, MB
5745,6380, MO
5746,6382, MO
5747,6385, MB
5748,6388, MO
5749,6390, MO
5750,6393, MO
5751,6397, MO
5752,6398, IL
5753,63ARN, MO
5754,63BH , MO
5755,63CI , IN
5756,63CK , MO
5757,63CT , MO
5758,63DA , MO
5759,63DX , MO
5760,63EP , MO
5761,63EQ , MO
5762,63FA , MO
5763,63FE , IL
5764,63FJ , MO
5765,63FK , MO
5766,63GI , MO
5767,63JA , MO
5768,63JT , MO
5769,63LO , IL
5770,63LV , MO
5771,63MA , MO
5772,63MV , MO
5773,63NA , MO
5774,63NC , MO
5775,63NF , MO
5776,63NJ , MO
5777,63NK , MO
5778,63NL , MO
5779,63NN , MO
5780,63NP , MO
5781,63NR , MO
5782,63NS , MO
5783,63NT , MO
5784,63NV , MO
5785,63NX , MO
5786,63OH , IL
5787,63PA , MO
5788,63PB , MO
5789,63PC , MO
5790,63PD , MO
5791,63PE , MO
5792,63PF , MO
5793,63PH , IN
5794,63PK , MO
5795,63PL , MO
5796,63PQ , MO
5797,63PT , MO
5798,63PV , MO
5799,63PW , MO
5800,63PX , MO
5801,63PY , MO
5802,63QT , MO
5803,63RR , MO
5804,63S  , WA
5805,63SA , MO
5806,63SC , MO
5807,63SU , MO
5808,63TP , TX
5809,63WI , MO
5810,63WN , MO
5811,63WY , MO
5812,6400, MO
5813,6401, MO
5814,6402, MO
5815,6403,   
5816,6409, MO
5817,6410, MO
5818,6411, MO
5819,6412, MO
5820,6413, MO
5821,6414, MO
5822,6415, MO
5823,6416, MO
5824,6417, KS
5825,6418, MO
5826,6419, KS
5827,641GR, MO
5828,641ST, MO
5829,6420, MO
5830,6421, MO
5831,6422, MO
5832,6425, MO
5833,6429, MO
5834,6432, MO
5835,6438, KS
5836,6441,   
5837,6445, MB
5838,6449,   
5839,6450, MO
5840,6451, MO
5841,6452, MO
5842,6453, MO
5843,6454, KS
5844,6458, MO
5845,6460, MO
5846,6463, MO
5847,6468, MO
5848,6470, MO
5849,6472, MO
5850,6474, VA
5851,6475, MO
5852,6476, MO
5853,6478, MO
5854,6480, MO
5855,6481, MO
5856,6482, MO
5857,6489, MO
5858,6491, SK
5859,6493, VA
5860,64DOT, MO
5861,64DW , MO
5862,64FP , MO
5863,64FQ , MO
5864,64FR , MO
5865,64FS , MO
5866,64GA , MO
5867,64MO , TX
5868,64NE , KS
5869,64RK , MO
5870,64RV , TX
5871,6500, MO
5872,6505, SK
5873,6506, SK
5874,6509,   
5875,6510, MO
5876,6512, UT
5877,6515, MB
5878,6517, WA
5879,6518, SK
5880,6519, SK
5881,6520, MO
5882,6521, MO
5883,6524, MO
5884,6525, WA
5885,6526, MO
5886,6528, MO
5887,6529, MO
5888,6530, MO
5889,6535, MB
5890,6536, SK
5891,6537, FL
5892,6539, MO
5893,6540, MO
5894,6541, MO
5895,6542, MO
5896,6545, SK
5897,6552, AZ
5898,6557, FL
5899,6559, MO
5900,6560, MO
5901,6561, MO
5902,6562, MO
5903,6565, GA
5904,6567, NY
5905,6570, MO
5906,6572, MO
5907,6575, PR
5908,6577, KY
5909,6580, MO
5910,6581, MO
5911,6587, MO
5912,6588, MO
5913,6589, MO
5914,6592, SC
5915,6595, IL
5916,6598, MO
5917,65BA , MO
5918,65BB , MO
5919,65BD , MO
5920,65CS , MO
5921,65DA , MO
5922,65DR , MO
5923,65EL , MO
5924,65FR , IL
5925,65LE , MO
5926,65NW , MO
5927,65PA , MO
5928,65PC , MO
5929,65WL , KS
5930,65XN , MO
5931,6600, KS
5932,6601, KS
5933,6603, KS
5934,6605, KS
5935,6608, KS
5936,6609, KS
5937,660AM, KS
5938,660SS, KS
5939,6610, KS
5940,6615, KS
5941,6618, KS
5942,6619, KS
5943,661AM, KS
5944,6621, KS
5945,6622, KS
5946,6623, KS
5947,6624, KS
5948,6625, KS
5949,6627, KS
5950,6628, KS
5951,6629, KS
5952,662AM, KS
5953,6630,   
5954,6631,   
5955,6637, KS
5956,6638, KS
5957,6639, KS
5958,6647, KS
5959,6648, KS
5960,664CA, KS
5961,664FL, KS
5962,664GA, KS
5963,664GV, KS
5964,664HO, KS
5965,664IL, KS
5966,664MA, KS
5967,664MD, KS
5968,664NC, KS
5969,664NJ, KS
5970,664OH, KS
5971,664OR, KS
5972,664PA, KS
5973,664TX, KS
5974,6650, KS
5975,6654, KS
5976,6658, KS
5977,6660, KS
5978,6666,   
5979,6668, KS
5980,6669, KS
5981,6670, KS
5982,6671, KS
5983,6678, KS
5984,667AM, KS
5985,6680, KS
5986,6681, KS
5987,6688, KS
5988,6689, KS
5989,6693, ON
5990,6697, KS
5991,66AL , KS
5992,66AR , KS
5993,66CG , KS
5994,66DOT, KS
5995,66DSH, KS
5996,66FI , KS
5997,66FS , KS
5998,66GE , KS
5999,66IW , KS
6000,66JCP, KS
6001,66NA , KS
6002,66NB , KS
6003,66NC , KS
6004,66ND , KS
6005,66NE , KS
6006,66NF , KS
6007,66NG , KS
6008,66NH , KS
6009,66OL , KS
6010,66P6 , KS
6011,66QC , KS
6012,66RI , KS
6013,66SA , KS
6014,66SB , KS
6015,66SC , KS
6016,66SD , KS
6017,66SE , KS
6018,66WY , KS
6019,66ZB , KS
6020,6705, SK
6021,6708, KS
6022,6711, KS
6023,6712, KS
6024,6715, SK
6025,6716, SK
6026,6719, KS
6027,6720, KS
6028,6721, KS
6029,6722, KS
6030,6724, KS
6031,6725, SK
6032,6727, KS
6033,6728, KS
6034,6729, KS
6035,6736, CA
6036,6737, CA
6037,6739, KS
6038,6740, KS
6039,6741, KS
6040,6744, KS
6041,6745, SK
6042,6747, KS
6043,6748, KS
6044,6749, KS
6045,6750, KS
6046,6751, KS
6047,6758, KS
6048,6759, KS
6049,6760, KS
6050,6768, KS
6051,6769, KS
6052,6770, KS
6053,6772, KS
6054,6775, SK
6055,6779, KS
6056,6780, KS
6057,6781, KS
6058,6789, KS
6059,6793, IL
6060,6794, FL
6061,6795, IL
6062,6796, FL
6063,6799, KS
6064,67BH , KS
6065,67CE , KS
6066,67EZ , KS
6067,67GC , KS
6068,67LE , KS
6069,67LP , KS
6070,67LT , KS
6071,67PA , KS
6072,67PB , KS
6073,67PC , KS
6074,67PE , KS
6075,67PR , KS
6076,67QA , KS
6077,67QD , KS
6078,67QE , KS
6079,67RA , KS
6080,67RB , KS
6081,67RC , KS
6082,67RD , KS
6083,67RE , KS
6084,67RF , KS
6085,67RG , KS
6086,67RH , KS
